      Wavelength  Normalized Flux
      [Angstrom]              [ ]
    857.73943336       0.00472428
    857.88250083       0.00314727
    858.02559216       0.00455242
    858.16870736       0.00288823
    858.31184643       0.00384306
    858.45500937       0.00688816
    858.59819620      -0.00287800
    858.74140690       0.00111595
    858.88464150       0.00135669
    859.02789998       0.00028285
    859.17118236       0.00765064
    859.31448864      -0.00163630
    859.45781883       0.00143537
    859.60117291       0.00430491
    859.74455091       0.00491835
    859.88795283       0.00224985
    860.03137866       0.00035917
    860.17482842      -0.00631062
    860.31830210      -0.00015172
    860.46179972       0.00507903
    860.60532127       0.00866637
    860.74886675       0.00173599
    860.89243618      -0.00388205
    861.03602956       0.00159076
    861.17964689       0.00278179
    861.32328817       0.00530230
    861.46695341      -0.00580846
    861.61064262      -0.00449041
    861.75435579      -0.00949767
    861.89809293      -0.00351306
    862.04185405       0.01025964
    862.18563914       0.00634225
    862.32944822       0.00995224
    862.47328129      -0.00388485
    862.61713834       0.00205007
    862.76101939       0.00250834
    862.90492444      -0.00833835
    863.04885350      -0.00230442
    863.19280655       0.00527147
    863.33678362       0.00213324
    863.48078471      -0.00002029
    863.62480981      -0.00553043
    863.76885894      -0.00010678
    863.91293209       0.00320306
    864.05702928       0.00677690
    864.20115049      -0.00415117
    864.34529575      -0.00035912
    864.48946505       0.00039794
    864.63365840      -0.00063981
    864.77787580       0.00359554
    864.92211725       0.00053461
    865.06638276       0.00066113
    865.21067234       0.00359733
    865.35498598      -0.00852062
    865.49932369       0.00191566
    865.64368548       0.00341433
    865.78807135      -0.00504528
    865.93248129      -0.00533899
    866.07691533       0.00344390
    866.22137346       0.00458537
    866.36585568       0.00172501
    866.51036200       0.00073701
    866.65489243      -0.00190457
    866.79944696      -0.00034670
    866.94402560       0.00498489
    867.08862836       0.00196163
    867.23325524       0.00201161
    867.37790624       0.00481142
    867.52258137       0.00915206
    867.66728062       0.00013569
    867.81200402      -0.00636995
    867.95675155      -0.00321124
    868.10152323      -0.00397180
    868.24631905       0.00182712
    868.39113903      -0.00188501
    868.53598316       0.00593754
    868.68085145       0.00162450
    868.82574390       0.00141265
    868.97066052      -0.00510387
    869.11560131       0.00235083
    869.26056628      -0.00142024
    869.40555543      -0.00253337
    869.55056876      -0.00552099
    869.69560628      -0.00059186
    869.84066799       0.00213990
    869.98575390       0.00206151
    870.13086400      -0.00197882
    870.27599831      -0.00186893
    870.42115683      -0.00047293
    870.56633956       0.00163627
    870.71154650       0.00103845
    870.85677767      -0.00417020
    871.00203306       0.00427569
    871.14731268       0.00330963
    871.29261653       0.00134666
    871.43794461      -0.00103202
    871.58329694       0.00460082
    871.72867351      -0.00087595
    871.87407432      -0.00068618
    872.01949939       0.01051141
    872.16494872       0.00037369
    872.31042231       0.00138672
    872.45592016       0.00087300
    872.60144228      -0.00304959
    872.74698867      -0.00704031
    872.89255934      -0.00554306
    873.03815429       0.00164742
    873.18377352       0.01339948
    873.32941705       0.00057678
    873.47508486       0.00352061
    873.62077697      -0.00239645
    873.76649339      -0.00064854
    873.91223410      -0.00084644
    874.05799913       0.00141216
    874.20378847       0.00273467
    874.34960213       0.00088871
    874.49544011       0.00281307
    874.64130241       0.01076048
    874.78718904       0.00158502
    874.93310001       0.00152941
    875.07903531      -0.00379494
    875.22499496       0.00142580
    875.37097895       0.00720873
    875.51698729      -0.00010953
    875.66301998      -0.00184235
    875.80907703       0.00630142
    875.95515844       0.00499730
    876.10126422      -0.00060332
    876.24739437       0.00192230
    876.39354889       0.00618437
    876.53972779       0.00738741
    876.68593108      -0.00180250
    876.83215874      -0.00345926
    876.97841080       0.00295175
    877.12468726       0.00687758
    877.27098811       0.00620003
    877.41731336      -0.00085005
    877.56366302      -0.00243596
    877.71003709       0.00095002
    877.85643558      -0.00172836
    878.00285848      -0.00742353
    878.14930581       0.00253321
    878.29577756       0.00053406
    878.44227374      -0.00306707
    878.58879436      -0.00431280
    878.73533942      -0.00383315
    878.88190892      -0.00151914
    879.02850287       0.00308987
    879.17512127      -0.00016211
    879.32176413       0.00205981
    879.46843144       0.00086931
    879.61512322      -0.00049785
    879.76183947      -0.00047655
    879.90858018       0.00021234
    880.05534538      -0.00034844
    880.20213505       0.00049665
    880.34894921       0.00325383
    880.49578785      -0.00402458
    880.64265099       0.00246760
    880.78953862       0.00363318
    880.93645076       0.00180249
    881.08338739       0.00771383
    881.23034854       0.00071610
    881.37733420      -0.00550358
    881.52434437       0.00390431
    881.67137907       0.00071784
    881.81843829       0.00062338
    881.96552204       0.00165095
    882.11263032      -0.00238119
    882.25976314       0.00086793
    882.40692051       0.00503737
    882.55410241       0.00548446
    882.70130887       0.01111946
    882.84853988      -0.00356464
    882.99579544      -0.00832894
    883.14307557      -0.00135270
    883.29038027       0.00285347
    883.43770953       0.00075582
    883.58506337      -0.00079925
    883.73244178       0.00696297
    883.87984478       0.00702528
    884.02727236       0.01461721
    884.17472454       0.00827845
    884.32220131       0.00060292
    884.46970268      -0.00327662
    884.61722865      -0.00256950
    884.76477922      -0.00503358
    884.91235441       0.00718743
    885.05995421       0.00620821
    885.20757863       0.00727824
    885.35522768       0.00366433
    885.50290135       0.00465522
    885.65059965       0.00004162
    885.79832259       0.00874339
    885.94607017       0.00435751
    886.09384239       0.00777908
    886.24163926       0.00297886
    886.38946079       0.00498515
    886.53730696       0.00103969
    886.68517780      -0.00241897
    886.83307330       0.00022214
    886.98099347      -0.00117534
    887.12893832      -0.00184571
    887.27690784       0.00089127
    887.42490204      -0.00485239
    887.57292092       0.00400399
    887.72096450       0.00376754
    887.86903277       0.00331094
    888.01712573       0.00046391
    888.16524340       0.00483131
    888.31338577       0.00134227
    888.46155285      -0.00764673
    888.60974464      -0.00290336
    888.75796115       0.00956726
    888.90620239       0.00845451
    889.05446835       0.00201049
    889.20275904       0.00821260
    889.35107446       0.00314389
    889.49941463       0.00137930
    889.64777953       0.00615164
    889.79616919       0.00235521
    889.94458359      -0.00109077
    890.09302275       0.00012153
    890.24148666       0.00578856
    890.38997534      -0.00031570
    890.53848879      -0.00199119
    890.68702701       0.00243973
    890.83559001       0.00071020
    890.98417778       0.00321574
    891.13279034       0.00597530
    891.28142768       0.00745927
    891.43008982       0.00222362
    891.57877676       0.00357044
    891.72748849       0.01053542
    891.87622503       0.00316570
    892.02498638      -0.01048877
    892.17377254      -0.00775345
    892.32258352       0.00381209
    892.47141932       0.00440928
    892.62027994       0.00655871
    892.76916539      -0.00074962
    892.91807568      -0.00156348
    893.06701081       0.00825140
    893.21597077      -0.00333775
    893.36495558       0.00464166
    893.51396525       0.00564373
    893.66299976      -0.00137663
    893.81205914       0.00409283
    893.96114337       0.00543159
    894.11025248       0.00019483
    894.25938645      -0.00757063
    894.40854530      -0.00365705
    894.55772903       0.00746783
    894.70693764       0.00543753
