      Wavelength  Normalized Flux
      [Angstrom]              [ ]
    840.25573619       0.00516258
    840.39588745       0.00259579
    840.53606209       0.00497133
    840.67626010       0.00464689
    840.81648151      -0.00247059
    840.95672629       0.00536620
    841.09699448       0.00107487
    841.23728605       0.00694108
    841.37760103      -0.00340419
    841.51793941      -0.00149957
    841.65830120       0.01806824
    841.79868640       0.01484562
    841.93909502       0.00366436
    842.07952706       0.00272245
    842.21998252      -0.00586058
    842.36046141      -0.00044954
    842.50096372      -0.00658198
    842.64148948       0.01096640
    842.78203867       0.00458079
    842.92261131      -0.00506784
    843.06320739       0.00498328
    843.20382693       0.00342491
    843.34446991       0.01345742
    843.48513636       0.00704462
    843.62582627       0.00565999
    843.76653965       0.00101913
    843.90727650      -0.00043473
    844.04803682       0.00352241
    844.18882062       0.00012158
    844.32962790       0.00600158
    844.47045867      -0.00391686
    844.61131292       0.00124690
    844.75219068      -0.00439444
    844.89309193       0.00452694
    845.03401668       0.00739674
    845.17496493       0.00737411
    845.31593670       0.00038633
    845.45693198       0.00023525
    845.59795078       0.00934913
    845.73899310       0.00515856
    845.88005894      -0.00112488
    846.02114832       0.00151700
    846.16226122       0.00985527
    846.30339767       0.00632740
    846.44455765       0.00347117
    846.58574118       0.00927432
    846.72694826      -0.00032138
    846.86817889      -0.00044607
    847.00943308       0.00509227
    847.15071083      -0.00500754
    847.29201214      -0.00156111
    847.43333702       0.01304113
    847.57468547       0.00720684
    847.71605751       0.00243161
    847.85745312       0.00570525
    847.99887231       0.00170020
    848.14031509       0.01477191
    848.28178147       0.00600773
    848.42327144       0.00185163
    848.56478501       0.00172822
    848.70632219       0.00302389
    848.84788297       0.01171461
    848.98946736       0.00370194
    849.13107537       0.01586005
    849.27270700       0.01673890
    849.41436226      -0.00120222
    849.55604114       0.00728852
    849.69774365      -0.00084777
    849.83946980      -0.00187203
    849.98121959       0.00498480
    850.12299302       0.00891335
    850.26479009      -0.00082930
    850.40661082      -0.00734513
    850.54845521       0.00531886
    850.69032325       0.00003492
    850.83221496      -0.00892650
    850.97413033      -0.01597481
    851.11606937      -0.00199053
    851.25803209       0.00337408
    851.40001849      -0.00057539
    851.54202857      -0.00046912
    851.68406234      -0.00839425
    851.82611980      -0.00079447
    851.96820095       0.00281470
    852.11030580       0.00390973
    852.25243435       0.00292608
    852.39458661       0.01028096
    852.53676258      -0.00950353
    852.67896227       0.00526296
    852.82118567       0.00245370
    852.96343280       0.00459144
    853.10570365       0.00760665
    853.24799823       0.01008918
    853.39031655       0.00567608
    853.53265860       0.00976899
    853.67502440       0.00542517
    853.81741394      -0.00507211
    853.95982723      -0.00520998
    854.10226428       0.01439339
    854.24472508      -0.00469841
    854.38720965      -0.01045934
    854.52971798       0.00254805
    854.67225008       0.00217085
    854.81480596       0.00839676
    854.95738561       0.00675080
    855.09998904       0.00831578
    855.24261626      -0.00048819
    855.38526727       0.00066348
    855.52794208       0.00915900
    855.67064068       0.01154350
    855.81336308      -0.00246942
    855.95610929       0.00336169
    856.09887931      -0.00141883
    856.24167314       0.01776977
    856.38449079       0.00190986
    856.52733226      -0.00148050
    856.67019756       0.00215072
    856.81308668       0.00369821
    856.95599964       0.00409466
    857.09893643       0.00213900
    857.24189707       0.00085936
    857.38488155       0.01306867
    857.52788988       0.00229724
    857.67092207      -0.00601886
    857.81397811       0.00395950
    857.95705801       0.00079308
    858.10016178       0.00065870
    858.24328942       0.00365745
    858.38644093      -0.00443411
    858.52961632       0.00361574
    858.67281559      -0.00054045
    858.81603874       0.00278497
    858.95928578       0.00823037
    859.10255672       0.01621717
    859.24585155       0.00482087
    859.38917028       0.00553931
    859.53251292       0.00331873
    859.67587947       0.00872792
    859.81926993       0.00195380
    859.96268431       0.01405217
    860.10612261       0.00320528
    860.24958483       0.00040417
    860.39307098       0.00396200
    860.53658107       0.00581759
    860.68011509      -0.00040458
    860.82367305      -0.00597227
    860.96725496      -0.00285828
    861.11086082       0.00197539
    861.25449063      -0.00048059
    861.39814439       0.00090008
    861.54182212       0.00300851
    861.68552381       0.00021256
    861.82924947       0.00424172
    861.97299911      -0.00053925
    862.11677272      -0.00960610
    862.26057031       0.00380925
    862.40439189       0.00539702
    862.54823745       0.00240845
    862.69210701       0.00180351
    862.83600057      -0.00287394
    862.97991812       0.00497415
    863.12385968      -0.00383441
    863.26782525       0.00243752
    863.41181484      -0.00012312
    863.55582844       0.00752451
    863.69986606       0.01200884
    863.84392770      -0.00674766
    863.98801338       0.00128973
    864.13212308       0.00736298
    864.27625683       0.01398603
    864.42041461      -0.00169650
    864.56459644       0.00525242
    864.70880232       0.00153764
    864.85303225      -0.00938087
    864.99728624       0.00175426
    865.14156429       0.00036314
    865.28586641       0.00195555
    865.43019259       0.00400808
    865.57454285      -0.00396602
    865.71891718      -0.00494443
    865.86331559       0.00365481
    866.00773809       0.00510499
    866.15218468       0.00064713
    866.29665537       0.00055096
    866.44115014       0.00238274
    866.58566903       0.00570354
    866.73021201       0.00637526
    866.87477911       0.00415601
    867.01937031       0.01082656
    867.16398564       0.00541637
    867.30862508      -0.00026782
    867.45328866      -0.00114944
    867.59797636      -0.00247197
    867.74268819       0.00221614
    867.88742416       0.00649627
    868.03218428      -0.00083947
    868.17696854      -0.00179784
    868.32177694      -0.00265854
    868.46660950      -0.00278275
    868.61146622       0.00353960
    868.75634710       0.00314786
    868.90125215       0.00320686
    869.04618136       0.00117165
    869.19113475       0.00472513
