      Wavelength  Normalized Flux
      [Angstrom]              [ ]
    908.37704202       0.00041282
    908.52855563       0.00364504
    908.68009452       0.00407008
    908.83165869       0.00641939
    908.98324814       0.00370300
    909.13486287       0.00546944
    909.28650288       0.00053391
    909.43816820       0.00217099
    909.58985881       0.00496978
    909.74157472       0.00572965
    909.89331593       0.00246901
    910.04508246       0.00466609
    910.19687430       0.00217867
    910.34869146       0.00567937
    910.50053394       0.00075852
    910.65240174       0.00602037
    910.80429488       0.00536735
    910.95621336       0.00473704
    911.10815717       0.00139449
    911.26012633       0.00261483
    911.41212083       0.00599323
    911.56414069       0.00426942
    911.71618590       0.00255940
    911.86825647      -0.00029616
    912.02035241       0.00420512
    912.17247372       0.00367749
    912.32462040       0.00719831
    912.47679246       0.00221697
    912.62898990       0.00887722
    912.78121272       0.00929081
    912.93346094       0.00369245
    913.08573455      -0.00198552
    913.23803355       0.00466697
    913.39035797       0.01103094
    913.54270778       0.00753739
    913.69508301       0.00343626
    913.84748366       0.00291486
    913.99990972       0.00135170
    914.15236121      -0.00028520
    914.30483813       0.00031930
    914.45734048       0.00471090
    914.60986827       0.00429729
    914.76242150       0.00371390
    914.91500017       0.00349785
    915.06760429       0.00914645
    915.22023387       0.00868241
    915.37288890       0.00475614
    915.52556940       0.00283968
    915.67827536       0.00552295
    915.83100680       0.00840579
    915.98376370       0.00566725
    916.13654609       0.00671217
    916.28935396       0.00785374
    916.44218732       0.00180560
    916.59504617      -0.00060761
    916.74793052       0.00393780
    916.90084037       0.00048904
    917.05377572       0.00371391
    917.20673658       0.00327065
    917.35972296       0.00386676
    917.51273485       0.00130209
    917.66577227       0.00776648
    917.81883521       0.00400174
    917.97192368       0.00194243
    918.12503768       0.00157199
    918.27817723       0.00389979
    918.43134231       0.00424707
    918.58453295       0.00745188
    918.73774913       0.01043184
    918.89099087       0.00739060
    919.04425818       0.00345406
    919.19755104       0.00493374
    919.35086948       0.00275111
    919.50421348       0.00419895
    919.65758307       0.00154664
    919.81097823      -0.00082489
    919.96439899       0.00462968
    920.11784533       0.00130835
    920.27131726       0.00126886
    920.42481480       0.00320663
    920.57833794       0.00776224
    920.73188668       0.00356305
    920.88546104       0.00234789
    921.03906101       0.00702935
    921.19268660       0.00625460
    921.34633781       0.01306785
    921.50001466       0.00550050
    921.65371713       0.00776618
    921.80744525       0.00476968
    921.96119900       0.00609414
    922.11497840       0.00635818
    922.26878345       0.00513518
    922.42261416       0.01206413
    922.57647052       0.00661550
    922.73035254       0.00853032
    922.88426024       0.00468671
    923.03819360       0.00347978
    923.19215264       0.00456199
    923.34613735       0.00588814
    923.50014776       0.00134845
    923.65418385       0.00328955
    923.80824563       0.00791140
    923.96233311       0.00728230
    924.11644629       0.00739099
    924.27058518       0.00393709
    924.42474977       0.00494818
    924.57894008       0.00656998
    924.73315611       0.01085948
    924.88739786       0.00614829
    925.04166534       0.00755790
    925.19595855       0.00256052
    925.35027750       0.00285275
    925.50462218      -0.00114540
    925.65899261       0.00387802
    925.81338879       0.00498153
    925.96781072       0.00623030
    926.12225840       0.00363576
    926.27673185       0.00100289
    926.43123107       0.00502757
    926.58575605       0.00563792
    926.74030681       0.00889651
    926.89488334       0.00178999
    927.04948566       0.00586883
    927.20411377       0.00543758
    927.35876766      -0.00057996
    927.51344736       0.00204852
    927.66815285       0.00431609
    927.82288415       0.00253440
    927.97764125      -0.00025488
    928.13242417       0.00445989
    928.28723290       0.00485680
    928.44206746       0.00548385
    928.59692784       0.00833932
    928.75181406       0.00376964
    928.90672610       0.00464114
    929.06166399       0.00183028
    929.21662772       0.00346389
    929.37161729       0.00644163
    929.52663272       0.01070505
    929.68167401       0.00875964
    929.83674115       0.00394835
    929.99183416       0.00555425
    930.14695304       0.00530983
    930.30209779       0.00619942
    930.45726842       0.00551894
    930.61246493       0.00301130
    930.76768732       0.00804036
    930.92293561       0.00978538
    931.07820979       0.00643418
    931.23350987       0.01051035
    931.38883585       0.00712485
    931.54418775       0.01241761
    931.69956555       0.00645360
    931.85496927       0.00488351
    932.01039891       0.00584097
    932.16585448       0.00635571
    932.32133597       0.00949664
    932.47684340       0.00742747
    932.63237677       0.00344263
    932.78793608       0.00538829
    932.94352133       0.01261893
    933.09913254       0.00178654
    933.25476970       0.00127404
    933.41043283       0.00463859
    933.56612191       0.00460098
    933.72183697       0.00077218
    933.87757799       0.00621083
    934.03334500       0.00386493
    934.18913798       0.00562070
    934.34495695       0.00506170
    934.50080191       0.00497640
    934.65667287       0.00588053
    934.81256982       0.00846377
    934.96849278       0.00880394
    935.12444174       0.00621256
    935.28041672       0.00766561
    935.43641771       0.00542999
    935.59244472       0.00264232
    935.74849776       0.00415533
    935.90457682       0.00908446
    936.06068192       0.00880238
    936.21681306       0.00930590
    936.37297024       0.00862317
    936.52915346       0.00324254
    936.68536274       0.00170917
    936.84159807       0.00621987
    936.99785946       0.00589841
    937.15414692       0.00435833
    937.31046044       0.00019977
    937.46680003       0.00315269
    937.62316570       0.00219135
    937.77955746       0.00299530
    937.93597530       0.00162423
    938.09241922       0.00427170
    938.24888925      -0.00121048
    938.40538537      -0.00018424
    938.56190759       0.00159418
    938.71845592       0.00229568
    938.87503036       0.00770632
    939.03163092       0.00585476
    939.18825760       0.00382552
    939.34491041       0.00151806
    939.50158934       0.00760804
    939.65829441       0.00677644
    939.81502561       0.00756061
    939.97178296       0.00615010
    940.12856645       0.00481927
    940.28537609       0.00903247
    940.44221189       0.00477910
    940.59907385       0.00674193
    940.75596197       0.00809723
    940.91287626       0.00615453
    941.06981672       0.00426275
    941.22678336       0.00423466
    941.38377619       0.00861597
    941.54079519       0.00393284
    941.69784039       0.00033855
    941.85491178       0.00488204
    942.01200937       0.00603091
    942.16913317       0.00442258
    942.32628317       0.00773818
    942.48345938       0.00751582
    942.64066181       0.00580178
    942.79789046       0.00795533
    942.95514534       0.00500690
    943.11242645       0.00752854
    943.26973379       0.00697221
    943.42706736       0.00539636
    943.58442718       0.00509787
    943.74181325       0.00722020
    943.89922557       0.01006561
    944.05666414       0.00705924
    944.21412898       0.00789538
    944.37162008       0.00805511
    944.52913744       0.00922610
    944.68668108       0.00666574
    944.84425100       0.00614481
    945.00184720       0.00742095
    945.15946969       0.00853570
    945.31711847       0.00440075
    945.47479354       0.00627398
    945.63249491       0.00955046
    945.79022259       0.00518121
    945.94797657       0.00697505
    946.10575687       0.01047674
    946.26356349       0.00870688
    946.42139642       0.00530991
    946.57925569       0.01019670
    946.73714128       0.00836438
    946.89505320       0.00970957
    947.05299147       0.00606473
    947.21095608       0.00681842
    947.36894704       0.00810001
    947.52696435       0.00823658
    947.68500801       0.00682610
    947.84307804       0.00521674
    948.00117443       0.00619172
    948.15929720       0.00481982
    948.31744633       0.00408237
    948.47562185       0.00762080
    948.63382375       0.00710856
    948.79205203       0.01056470
    948.95030671       0.00572607
    949.10858779       0.00566287
    949.26689526       0.00512735
    949.42522914       0.00586118
    949.58358943       0.00789141
    949.74197613       0.00361276
    949.90038925       0.00811447
    950.05882880       0.01199297
    950.21729477       0.01127703
    950.37578717       0.00992463
    950.53430601       0.01197476
    950.69285129       0.01143893
    950.85142301       0.01112704
    951.01002118       0.01095155
    951.16864581       0.00770074
    951.32729689       0.00683088
    951.48597444       0.00871960
    951.64467845       0.01575636
    951.80340894       0.01690655
    951.96216590       0.01786460
    952.12094934       0.01148968
    952.27975926       0.01230569
    952.43859568       0.00912772
    952.59745858       0.00690026
    952.75634799       0.00565260
    952.91526389       0.00663975
    953.07420631       0.00386712
    953.23317523       0.00617104
    953.39217067       0.01687233
    953.55119263       0.00731473
    953.71024111       0.00565484
    953.86931612       0.00613062
    954.02841767       0.00447821
    954.18754575       0.01008844
    954.34670038       0.00718988
    954.50588155       0.00556673
    954.66508927       0.00525051
    954.82432354       0.00548576
    954.98358438       0.00536030
    955.14287178       0.00920224
    955.30218575       0.00910405
    955.46152629       0.00407563
    955.62089341       0.00599848
    955.78028711       0.00722183
    955.93970740       0.01108849
    956.09915428       0.00939241
    956.25862775       0.00723091
    956.41812782       0.00791292
    956.57765450       0.00685006
    956.73720778       0.01314838
    956.89678768       0.01148828
    957.05639420       0.00550289
    957.21602733       0.00498316
    957.37568710       0.01063159
    957.53537349       0.00584379
    957.69508652       0.00857273
